iter	RMSE
132	0.128947014
133	0.1278798331
134	0.127154254
135	0.1259974173
136	0.124551692
137	0.1233609761
138	0.1225106531
139	0.121689563
140	0.1206497421
141	0.1196108848
142	0.1186353731
143	0.1175657062
144	0.1166623087
145	0.1158867303
146	0.1151320799
147	0.1141446479
148	0.1131685012
149	0.1126726258
150	0.1117531882
151	0.1111239222
152	0.1100164388
153	0.1091014889
154	0.108343304
155	0.1073656391
156	0.1067298216
157	0.1059554021
158	0.1052837224
159	0.1045249123
160	0.1034644144
161	0.1030693618
162	0.1022150026
163	0.1011867483
164	0.1004485038
165	0.09983849444
166	0.09897344734
167	0.09835340952
168	0.09748827066
169	0.09694131749
170	0.09611451802
171	0.09510913337
172	0.09452434697
173	0.09383354487
174	0.09371360601
175	0.09296872611
176	0.09205984365
177	0.0913197579
178	0.09059761647
179	0.09002904897
180	0.08919834713
181	0.0889710083
182	0.08848972714
183	0.08805152399
184	0.08716764014
185	0.08644873252
186	0.08574027301
187	0.08508492189
188	0.08488104328
189	0.08450055405
190	0.08384025299
191	0.08321224769
192	0.08258203186
193	0.08245733488
194	0.08199484406
195	0.08150121517
196	0.08073889326
197	0.08009875847
198	0.0793089139
199	0.07890647761
200	0.07844631869
201	0.07751376253
202	0.07727666217
203	0.07672303712
204	0.07605638492
205	0.07569168596
206	0.07508226356
207	0.07455216779
208	0.07390924597
209	0.07332242248
210	0.07266482093
211	0.07210821668
212	0.07178611462
213	0.07138733665
214	0.07121408804
215	0.0706754166
216	0.07011554794
217	0.06948192349
218	0.0689680521
219	0.06826529041
220	0.06809205041
221	0.06755844916
222	0.06716408121
223	0.06664263731
224	0.06629519541
225	0.06593171866
226	0.06570204111
227	0.06511772622
228	0.06476716347
229	0.06424815425
230	0.06382742884
231	0.06339480091
232	0.06277736352
233	0.06261222603
234	0.06221990916
235	0.06178365356
236	0.06132794346
237	0.06103068114
238	0.06070863615
239	0.0604663031
240	0.05990637639
241	0.05954194359
242	0.0593685272
243	0.0589265035
244	0.05867608299
245	0.05854273029
246	0.05824628759
247	0.05776157195
248	0.05727157343
249	0.05691763743
250	0.05663567814
251	0.05620671692
252	0.05602934451
253	0.05567972214
254	0.05509327788
255	0.05471086146
256	0.05427639915
257	0.05424757516
258	0.05380138134
259	0.05357246693
260	0.05300057902
261	0.05262495799
262	0.05235241056
263	0.05211683815
264	0.05175231781
265	0.05162670732
266	0.05125007999
267	0.05082889438
268	0.05042668355
269	0.05034809025
270	0.05003796047
271	0.04963853487
272	0.04941944912
273	0.04903374607
274	0.04884947606
275	0.04837905576
276	0.04820972885
277	0.0476763641
278	0.04749393827
279	0.04711572239
280	0.04675265488
281	0.0464264853
282	0.04623124797
283	0.04579755513
284	0.04544488292
285	0.04515965273
286	0.04474288279
287	0.04457875609
288	0.04447385127
289	0.04426402147
290	0.04388893394
291	0.04357209487
292	0.04341785045
293	0.04301049195
294	0.04283403491
295	0.04272201361
296	0.04238100889
297	0.04221644899
298	0.04197745968
299	0.04160161667
300	0.04123524437
301	0.0410719337
302	0.04072533277
303	0.04045505375
304	0.0402719637
305	0.03999709001
306	0.03965863159
307	0.03945596723
308	0.03916560435
309	0.03900837005
310	0.03885604023
311	0.03852617512
312	0.03837887924
313	0.03807038579
314	0.03790775119
315	0.03759183971
316	0.03733827309
317	0.0371902577
318	0.03703398531
319	0.03674455089
320	0.03646141584
321	0.03618681912
322	0.03591495991
323	0.03565643926
324	0.03538664596
325	0.03523317417
326	0.03511786577
327	0.0348928395
328	0.03487727325
329	0.03465545858
330	0.03437184497
331	0.03415653906
332	0.03395339371
333	0.03372474099
334	0.03370487072
335	0.03347856283
336	0.03319728831
337	0.03318117103
338	0.03303376885
339	0.0327209073
340	0.03269457168
341	0.03250403603
342	0.03220991831
343	0.03206820036
344	0.03187093087
345	0.0316765039
346	0.03150311677
347	0.03134351832
348	0.03109421992
349	0.03085611403
350	0.03066626377
351	0.03051823214
352	0.03027938033
353	0.03012212362
354	0.02990942684
355	0.0297008019
356	0.02943367545
357	0.02928209253
358	0.02908123068
359	0.02885463775
360	0.02867192248
361	0.02850480197
362	0.02837982148
363	0.02829222005
364	0.02808884082
365	0.02786298627
366	0.02764989516
367	0.02751169833
368	0.02731991316
369	0.02718270411
370	0.02703860675
371	0.02686894643
372	0.02669320126
373	0.02652609865
374	0.02635874092
375	0.0262113139
376	0.02601647291
377	0.02586526543
378	0.02580802264
379	0.02557527978
380	0.02547708337
381	0.02530680487
382	0.02510298785
383	0.024972935
384	0.02482160581
385	0.02466465485
386	0.02458582355
387	0.02444582854
388	0.0242597646
389	0.0241013929
390	0.02391839994
391	0.02378988925
392	0.0236570061
393	0.02349222552
394	0.02332589221
395	0.02320980279
396	0.02304257499
397	0.0229259409
398	0.02278521906
399	0.02262129069
400	0.02244887596
401	0.02231221458
402	0.02220851911
403	0.02209968558
404	0.02200483006
405	0.02192028306
406	0.02173395177
407	0.02166590668
408	0.02151645206
409	0.02141953309
410	0.0213371338
411	0.02122718112
412	0.02111521508
413	0.02103998071
414	0.02090451865
415	0.0207697243
416	0.02067079009
417	0.02054762037
418	0.0204505187
419	0.0203465369
420	0.02023246262
421	0.02015779843
422	0.02002706454
423	0.01988109554
424	0.01974478797
425	0.01959671286
426	0.01955440635
427	0.01945127586
428	0.01937922462
429	0.01928810467
430	0.0191736295
431	0.01905267379
432	0.01898936666
433	0.01890982351
434	0.01881769009
435	0.0187315987
436	0.01870145184
437	0.01860263833
438	0.01848749288
439	0.01838744803
440	0.01831765377
441	0.01827776261
442	0.01818653621
443	0.01814527685
444	0.01806795298
445	0.0179378957
446	0.01786411436
447	0.01783835476
448	0.01775053436
449	0.01766256612
450	0.01754169739
451	0.01751605717
452	0.01744486312
453	0.01743755656
454	0.01735541644
455	0.01726900033
456	0.01722117211
457	0.01717162991
458	0.0171301943
459	0.0170363879
460	0.01697722745
461	0.0169263688
462	0.01680847377
463	0.0167549715
464	0.016667175
465	0.01656462022
466	0.01649989845
467	0.01641413952
468	0.01634335425
469	0.01633491149
470	0.01627639829
471	0.01616777575
472	0.01608627855
473	0.01607254718
474	0.01596367091
475	0.01585338788
476	0.015753229
477	0.01566744032
478	0.01565974131
479	0.01562487392
480	0.01552858215
481	0.01545457016
482	0.01543320433
483	0.01537671448
484	0.01530445843
485	0.01523820103
486	0.01518333349
487	0.01514888774
488	0.01511808167
489	0.01504597057
490	0.01503818967
491	0.01501058746
492	0.01492842669
493	0.01487808955
494	0.01480154673
495	0.0147369576
496	0.0146683404
497	0.01460031072
498	0.01455097132
499	0.01449364757
500	0.0144382418
501	0.01438629147
502	0.01431607628
503	0.01425970191
504	0.01423058693
505	0.01415753959
506	0.01408594266
507	0.01401920137
508	0.01393696398
509	0.01388390806
510	0.01383481086
511	0.01379340056
512	0.01374257133
513	0.01366890098
514	0.01362561265
515	0.01361750563
516	0.01355014442
517	0.01349823927
518	0.01342134669
519	0.01336258342
520	0.01329178656
521	0.01326081908
522	0.01320694209
523	0.01314961768
524	0.01309615673
525	0.01303440306
526	0.01296675297
527	0.01292895142
528	0.01287812554
529	0.01282490543
530	0.0127863012
531	0.01272050695
532	0.01266311205
533	0.01262678186
534	0.01256254037
535	0.01251519026
536	0.01247131289
537	0.01242487961
538	0.01240356994
539	0.01236019267
540	0.01229116422
541	0.01224553682
542	0.01221100512
543	0.01217239609
544	0.0121669716
545	0.0121384317
546	0.01208998886
547	0.01205970937
548	0.01204438862
549	0.01199201001
550	0.01195110785
551	0.0119440917
552	0.01189704317
553	0.01185090173
554	0.01183203299
555	0.0117984548
556	0.0117560802
557	0.01170783757
558	0.01166554159
559	0.01161671422
560	0.0115761781
561	0.01156906631
562	0.01151648572
563	0.01148003117
564	0.01143056178
565	0.01137461218
566	0.01134623077
567	0.01129991754
568	0.01123201592
569	0.01121895302
570	0.0111753399
571	0.01111797219
572	0.01105219859
573	0.01102187218
574	0.01097376052
575	0.01094927999
576	0.01094270517
577	0.01088892763
578	0.01086965802
579	0.01082181167
580	0.01078082725
581	0.01072647308
582	0.01069620407
583	0.01064485963
584	0.01062343198
585	0.01055574956
586	0.01052047997
587	0.01050659538
588	0.01049652312
589	0.01045316396
590	0.010392459
591	0.01034918372
592	0.01029205164
593	0.01026628926
594	0.01021722761
595	0.01018247114
596	0.01013830304
597	0.01008786569
598	0.01005199286
599	0.00998579272
600	0.009944209828
601	0.009925330832
602	0.009881366137
603	0.009834702838
604	0.009811178559
605	0.009803804089
606	0.009764408511
607	0.009711015359
608	0.009691876824
609	0.009645874095
610	0.009602934278
611	0.009565589983
612	0.009511960489
613	0.009504770675
614	0.009494494761
615	0.009462245367
616	0.009411137172
617	0.009403954106
618	0.009360658143
619	0.009335996922
620	0.009289226531
621	0.009250686145
622	0.009213009893
623	0.009185623807
624	0.009164799939
625	0.009152146527
626	0.009114431669
627	0.009093687307
628	0.009050388954
629	0.009006106936
630	0.008975790608
631	0.008941721145
632	0.008931940774
633	0.008883810971
634	0.008868419957
635	0.008849853734
636	0.008843008368
637	0.00880796533
638	0.008801528478
639	0.008775942491
640	0.008747095823
641	0.008728494714
642	0.008718478226
643	0.008683894548
644	0.008648327014
645	0.008624847127
646	0.008595505868
647	0.0085483349
648	0.008535616626
649	0.008504879689
650	0.008445618098
651	0.008411647262
652	0.008372261447
653	0.008324435765
654	0.008308846678
655	0.008276857317
656	0.008247326047
657	0.008204261962
658	0.008165244556
659	0.008158989354
660	0.008113113692
661	0.008101149696
662	0.008059537051
663	0.008023771818
664	0.007991360654
665	0.007968562412
666	0.007940882355
667	0.007924235851
668	0.007918570889
669	0.007897765741
670	0.007877429303
671	0.007866492691
672	0.007847782788
673	0.007813689547
674	0.007799076789
675	0.007772349893
676	0.00773422686
677	0.007705026395
678	0.007669027647
679	0.00764072446
680	0.007609577557
681	0.007601078325
682	0.007585202164
683	0.007565029778
684	0.00752664972
685	0.007520983847
686	0.007489130984
687	0.007469620223
688	0.007441471498
689	0.00741607032
690	0.007394323503
691	0.007372206705
692	0.007344323479
693	0.007310194387
694	0.00728295149
695	0.007256045935
696	0.007225899902
697	0.007193253015
698	0.00715512438
699	0.007138807197
700	0.007103934921
701	0.007092359524
702	0.007061635326
703	0.007042839564
704	0.007024851619
705	0.006985067829
706	0.006960983623
707	0.006941037427
708	0.006920149815
709	0.006881490611
710	0.006855550283
711	0.006811148174
712	0.006787627596
713	0.006768749106
714	0.006750059854
715	0.00674162286
716	0.006718834678
717	0.006702932085
718	0.006688662959
719	0.006680493151
720	0.006667162372
721	0.006629843402
722	0.006609917647
723	0.006587649729
724	0.006579128723
725	0.006550565709
726	0.006527952952
727	0.006506180217
728	0.006482216955
729	0.006466412722
730	0.006444873683
731	0.006421386707
732	0.006382491768
733	0.006358459226
734	0.006350735102
735	0.006329096392
736	0.006321288967
737	0.006297600017
738	0.006282192374
739	0.006251197449
740	0.006238508768
741	0.006225228783
742	0.006190969032
743	0.006172805318
744	0.006138921471
745	0.006097929909
746	0.006076497987
747	0.006058923457
748	0.006055030892
749	0.006034739172
750	0.006017475321
751	0.00598919124
752	0.005975981462
753	0.005944681811
754	0.005933487044
755	0.005920782377
756	0.005901512458
757	0.005882121736
758	0.005855724136
759	0.005841497522
760	0.005821042501
761	0.00578994539
762	0.005781259835
763	0.005747804354
764	0.005725070427
765	0.005687319069
766	0.005672653773
767	0.005663389052
768	0.005654324165
769	0.005647466927
770	0.005633089921
771	0.005603250605
772	0.005578684708
773	0.005571153021
774	0.00555028409
775	0.005537067448
776	0.005515975393
777	0.005507088753
778	0.00550024288
779	0.005494935255
780	0.005487380038
781	0.005459043659
782	0.005442209867
783	0.005434255112
784	0.005416107714
785	0.005403719126
786	0.005398451838
787	0.005386012239
788	0.00536865845
789	0.005349512424
790	0.00533213433
791	0.00531709182
792	0.005309494547
793	0.005305872285
794	0.005278311632
795	0.005274055734
796	0.005263567014
797	0.005255141784
798	0.005244991712
799	0.005238628741
800	0.005228442945
801	0.005219308926
802	0.005199114123
803	0.005171986697
804	0.005159319559
805	0.005138831435
806	0.005129160691
807	0.005122052033
808	0.005115400176
809	0.005091506189
810	0.005080866838
811	0.005074597948
812	0.005058518653
813	0.005038456954
814	0.005019919835
815	0.005013955708
816	0.005003037531
817	0.004976744206
818	0.004973679552
819	0.004957742021
820	0.00495213528
821	0.004928990607
822	0.004907977051
823	0.004897389171
824	0.004886166041
825	0.004863303719
826	0.004844880805
827	0.004830893741
828	0.004807194943
829	0.004781248501
830	0.004775392942
831	0.004756544406
832	0.004740430677
833	0.004715215001
834	0.004691512489
835	0.004682270653
836	0.004669420421
837	0.004662879033
838	0.004644026033
839	0.004638871664
840	0.004631298594
841	0.004623406279
842	0.004592882413
843	0.004585754786
844	0.004562212123
845	0.004538782146
846	0.0045231236
847	0.004519340292
848	0.004502617744
849	0.00448690936
850	0.004472677617
851	0.00446562596
852	0.004452275312
853	0.004435732692
854	0.004433876434
855	0.004428205391
856	0.004415899032
857	0.004395355917
858	0.004384842653
859	0.004376996792
860	0.004353521685
861	0.004345470573
862	0.004335913461
863	0.004328370604
864	0.004309342175
865	0.004297393543
866	0.00427880537
867	0.004263386514
868	0.004244988915
869	0.004236002505
870	0.004216237839
871	0.004198377356
872	0.004195181495
873	0.004186648904
874	0.004171736409
875	0.004150999493
876	0.004142360334
877	0.004128125087
878	0.00412089131
879	0.004099141351
880	0.004085389698
881	0.004077863665
882	0.004066480975
883	0.004058641099
884	0.00405173083
885	0.004033143577
886	0.004027954561
887	0.004019799917
888	0.004009122651
889	0.004000377049
890	0.0039942587
891	0.003989211828
892	0.003981570986
893	0.003964616504
894	0.003959688654
895	0.003952790466
896	0.00395077524
897	0.003934718451
898	0.003926775776
899	0.003924510765
900	0.003917913756
901	0.003901718028
902	0.003883381966
903	0.003878272001
904	0.003862078918
905	0.003855112465
906	0.003851362076
907	0.003836742229
908	0.003829331649
909	0.003813697898
910	0.00379944743
911	0.003793692948
912	0.003779881455
913	0.003759495964
914	0.003757539927
915	0.003744963676
916	0.003724364465
917	0.00370561525
918	0.003698364732
919	0.003680834183
920	0.003674814363
921	0.003654993724
922	0.003640277445
923	0.00363824919
924	0.003631823752
925	0.003618833737
926	0.00360554167
927	0.003599631376
928	0.003578924155
929	0.003557950877
930	0.003550431868
931	0.003538608463
932	0.003536261025
933	0.003522182001
934	0.003505093149
935	0.003493067851
936	0.003476854877
937	0.003474862474
938	0.003460548287
939	0.003443334023
940	0.003433041245
941	0.003429671128
942	0.003424407291
943	0.003419166984
944	0.003413213914
945	0.003411226157
946	0.003402329303
947	0.003396681436
948	0.003383555523
949	0.003378978687
950	0.00337268902
951	0.003355096338
952	0.003338530754
953	0.003326312544
954	0.003320890482
955	0.00330955591
956	0.003304235624
957	0.003297864266
958	0.003290319373
959	0.003284112786
960	0.003279888456
961	0.003277029418
962	0.003272063374
963	0.003266576849
964	0.003264851085
965	0.003255143593
966	0.003249479865
967	0.003236782028
968	0.003217876799
969	0.003206288355
970	0.003193513848
971	0.003183307472
972	0.003176635232
973	0.003164995581
974	0.003159946142
975	0.003146082521
976	0.003140896936
977	0.003125212058
978	0.00311740365
979	0.003114022196
980	0.003109477642
981	0.003104989792
982	0.003103247112
983	0.003088857248
984	0.003085314701
985	0.003072293622
986	0.00305844857
987	0.003053725349
988	0.00304811974
989	0.00304659852
990	0.003031553632
991	0.003021556707
992	0.003010885618
993	0.003006562743
994	0.002999665055
995	0.002997164285
996	0.002989476063
997	0.002981051101
998	0.002974609427
999	0.002964110757
